Is Impresa?,Nom,Nom Lliga,Dia partit,Horari partit,Categoria,Subcategoria,Data Pagament Albara,Data Introducció,Nivell,Domicili,Modalitat,Núm. sorteig,Observacions,Grups,Email
0,"JesuÏtes Sarria-Sant Ignasi ""A""",VOLEIBOL LLIGA JOVE FEMENÍ 1ª FASE CEEB,Dimarts,21:30 h,SÈNIOR,FEMENÍ,,2025-09-27,Nivell A,"C. Carrasco i Formiguera, 32 (entrada C. General Vives, 28-40)",VOLEIBOL,1,Sols disposem de pista per jugar dimarts a les 21:30. Si us plau l'horari correcte és dimarts 21:30. Hem ficat dijous 21:30 ja que no hem trobat l'opció. Gràcies.,,pe.voleibol.santignasi@fje.edu
0,"S.E Escuelas Salesianas San José ""Negre""",BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Divendres,19:45 h,SÈNIOR,MIXT,,2025-09-26,Nivell D,"C. Rocafort, 42",BÀSQUET,,,,boscobq@naifarlleure.es
0,"S.E Escuelas Salesianas San José ""Vermell""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,Divendres,19:45 h,ALEVÍ,MIXT,,2025-09-26,Nivell E,"C. Rocafort, 42",BÀSQUET,,,,boscobq@naifarlleure.es
0,"S.E Escuelas Salesianas San José ""Vermell""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,Divendres,19:45 h,ALEVÍ,FEMENÍ,,2025-09-26,Nivell E,"C. Rocafort, 42",BÀSQUET,,,,boscobq@naifarlleure.es
0,"S.E Escuelas Salesianas San José ""Vermell""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:15 h,BENJAMÍ,MIXT,,2025-09-26,Nivell E,"C. Rocafort, 42",BÀSQUET,,,,boscobq@naifarlleure.es
0,"S.E Escuelas Salesianas San José ""Vermell""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:15 h,PREBENJAMÍ,MIXT,,2025-09-26,Nivell E,"C. Rocafort, 42",BÀSQUET,,,,boscobq@naifarlleure.es
0,CELH (A. Rumbau) blau,VOLEIBOL PREALEVÍ MIXT 1ª FASE CEEB,Dissabte,12:00 h,PREALEVÍ,MIXT,,2025-09-26,Nivell E,"C. dels Joncs, 1",VOLEIBOL,,,,martalaura2@hotmail.es
0,CELH (A. Rumbau),VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Dissabte,10:00 h,ALEVÍ,MIXT,,2025-09-26,Nivell E,"C. dels Joncs, 1",VOLEIBOL,,,,yoisel32k@gmail.com
0,CELH (A. Rumbau) Blau,VOLEIBOL PREINFANTIL FEMENÍ 1ª FASE CEEB,Dissabte,16:00 h,PREINFANTIL,FEMENI,,2025-09-26,Nivell C,"C. Cantries, 4-6",VOLEIBOL,,,,fiducbr@gmail.com
0,"CELH (A. Rumbau) ""Verd""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Dissabte,11:00 h,ALEVÍ,MIXT,,2025-09-26,Nivell E,"C. dels Joncs, 1",VOLEIBOL,,,,secretaria@rumbau.es
0,CELH (A. Rumbau),VOLEIBOL JUVENIL FEMENÍ 1ª FASE CEEB,Dissabte,16:00 h,JUVENIL,FEMENI,,2025-09-26,Nivell C,"C. Cantries, 4-6",VOLEIBOL,,,,victorcarpri@gmail.com
0,"CELH (A. Rumbau) ""Vermell""",VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,Dissabte,16:00 h,INFANTIL,FEMENI,,2025-09-26,Nivell C,"C. Cantries, 4-6",VOLEIBOL,,,,martalaura2@hotmail.es
0,"CELH (A. Rumbau) ""Verd""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Dissabte,16:00 h,CADET,FEMENI,,2025-09-26,Nivell C,"C. Cantries, 4-6",VOLEIBOL,,,,yeraymoreraguart@hotmail.es
0,"CELH (A. Rumbau) ""Verd""",VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,Dissabte,16:00 h,INFANTIL,FEMENI,,2025-09-26,Nivell E,"C. Cantries, 4-6",VOLEIBOL,,,,secretaria@rumbau.es
0,"CELH (A. Rumbau) ""Vermell""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Dissabte,16:00 h,CADET,FEMENI,,2025-09-26,Nivell C,"C. Cantries, 4-6",VOLEIBOL,,,,secretaria@rumbau.es
1,"Scala Dei - Futsal Dante ""Vermell""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,BENJAMÍ,MIXT,2025-09-29,2025-09-26,Nivell E,"Pg. Valldaura, 43-53",FUTBOL 5,Casa,,,direccio@futsaldante.com
1,"Escola Ferran Sunyer (AE L'Eixample) ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:15 h,BENJAMÍ,MIXT,,2025-09-26,Nivell E,"Ptge. Pere Calders, s/n",BÀSQUET,4,,,ferransunyer@ae-eixample.cat
1,Scala Dei - Futsal Dante,FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,Divendres,19:00 h,INFANTIL,MIXT,2025-09-29,2025-09-26,Nivell E,"Pg. Valldaura, 43-53",FUTBOL 5,Casa,,,direccio@futsaldante.com
1,Scala Dei - Futsal Dante,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREALEVÍ,MIXT,2025-09-29,2025-09-26,Nivell D,"Pg. Valldaura, 43-53",FUTBOL 5,Fora,,,direccio@futsaldante.com
1,"Escola Ferran Sunyer (AE L'Eixample) ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Divendres,19:30 h,PREALEVÍ,MIXT,,2025-09-26,Nivell E,"Ptge. Pere Calders, s/n",BÀSQUET,4,,,ferransunyer@ae-eixample.cat
1,Scala Dei - Futsal Dante,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Dissabte,09:30 h,BENJAMÍ,MIXT,2025-09-29,2025-09-26,Nivell C,"Pg. Valldaura, 43-53",FUTBOL 5,Fora,,,direccio@futsaldante.com
0,"Kinobs Sports SLU ""A""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,Divendres,18:00 h,INFANTIL,MIXT,,2025-09-26,Nivell E,"C. Ràfols, s/n",FUTBOL 5,3,,,kinobs@kinobs.com
1,"FC Xavi ""Groc""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-26,Nivell A,"C. Sant Oleguer, 10",FUTBOL 5,2,,LLIGA PROVA PREBENJAMÍ F5 grup 2,jo@gmail.com
1,"FC Xavi ""H""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-26,Nivell A,"C. Sant Oleguer, 10",FUTBOL 5,Indiferent,,LLIGA PROVA PREBENJAMÍ F5 grup 2,jo@gmail.com
1,"Institut Viladomat - TEAM ""A""",BÀSQUET CADET MIXT 1ª FASE CEEB,Divendres,20:15 h,CADET,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Consell de Cent, 148",BÀSQUET,Casa,,,david.palacios@team-org.com
1,"Institut Viladomat - TEAM ""A""",BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Divendres,19:15 h,INFANTIL,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Consell de Cent, 148",BÀSQUET,Fora,,,david.palacios@team-org.com
1,"Institut Viladomat - TEAM ""A""",BÀSQUET PREINFANTIL MIXT 1ª FASE CEEB,Divendres,18:00 h,PREINFANTIL,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Consell de Cent, 148",BÀSQUET,Fora,,,david.palacios@team-org.com
0,"Institut Viladomat - TEAM ""A""",VOLEIBOL JUVENIL FEMENÍ 1ª FASE CEEB,Divendres,20:30 h,JUVENIL,FEMENI,2025-09-26,2025-09-26,Nivell D,"C. Consell de Cent, 148",VOLEIBOL,Fora,,,david.palacios@team-org.com
0,"Institut Viladomat - TEAM ""A""",VOLEIBOL CADET MIXT 1ª FASE CEEB,Divendres,19:15 h,CADET,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Consell de Cent, 148",VOLEIBOL,Fora,,,david.palacios@team-org.com
0,"Institut Viladomat - TEAM ""A""",VOLEIBOL PREINFANTIL MIXT 1ª FASE CEEB,Divendres,18:00 h,PREINFANTIL,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Consell de Cent, 148",VOLEIBOL,Fora,,,david.palacios@team-org.com
1,"Institut Viladomat - TEAM ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,Divendres,19:15 h,CADET,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Consell de Cent, 148",FUTBOL 5,Casa,,,david.palacios@team-org.com
1,"Institut Viladomat - TEAM ""A""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,Divendres,18:00 h,INFANTIL,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Consell de Cent, 148",FUTBOL 5,Casa,,,david.palacios@team-org.com
0,"The Benjamin Franklin International School ""A""",VOLEIBOL JUVENIL FEMENÍ 1ª FASE CEEB,Divendres,19:00 h,JUVENIL,FEMENI,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,7,,,sergig@bfischool.org
0,"The Benjamin Franklin International School ""E""",VOLEIBOL CADET MIXT 1ª FASE CEEB,Divendres,19:30 h,CADET,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,3,,,sergig@bfischool.org
1,"The Benjamin Franklin International School ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,ALEVÍ,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",FUTBOL 5,7,,,sergig@bfischool.org
1,"The Benjamin Franklin International School ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Dijous,18:00 h,PREBENJAMÍ,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",FUTBOL 5,3,,,sergig@bfischool.org
0,"The Benjamin Franklin International School ""A""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Dijous,19:00 h,CADET,FEMENI,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,7,,,sergig@bfischool.org
0,"The Benjamin Franklin International School ""B""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Divendres,18:00 h,CADET,FEMENI,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,3,,,sergig@bfischool.org
0,"The Benjamin Franklin International School ""C""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,Divendres,19:30 h,CADET,FEMENI,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,3,,,sergig@bfischool.org
0,"The Benjamin Franklin International School ""B""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Dijous,18:00 h,ALEVÍ,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,3,,,sergig@bfischool.org
0,The Benjamin Franklin International School,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,Dijous,19:00 h,ALEVÍ,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,3,,,sergig@bfischool.org
1,"Escola Mallorca (AE L'Eixample) ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Dissabte,10:15 h,PREALEVÍ,MIXT,,2025-09-26,Nivell E,"C. Londres, 64",BÀSQUET,3,,,smarcaida@ielondres.cat
0,"The Benjamin Franklin International School ""A""",VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,Divendres,18:00 h,INFANTIL,FEMENI,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,3,,,sergig@bfischool.org
1,"Escola Mallorca (AE L'Eixample) ""A""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Dissabte,09:00 h,PREBENJAMÍ,MIXT,,2025-09-26,Nivell E,"C. Londres, 64",BÀSQUET,3,,,smarcaida@ielondres.cat
0,"The Benjamin Franklin International School ""A""",VOLEIBOL PREINFANTIL FEMENÍ 1ª FASE CEEB,Dijous,19:00 h,PREINFANTIL,FEMENI,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",VOLEIBOL,7,,,sergig@bfischool.org
1,"The Benjamin Franklin International School ""B""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,Divendres,20:00 h,CADET,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",FUTBOL 5,7,,,sergig@bfischool.org
1,"The Benjamin Franklin International School ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Dissabte,09:00 h,PREINFANTIL,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",FUTBOL 5,3,,,sergig@bfischool.org
1,"The Benjamin Franklin International School ""A""",BÀSQUET CADET MIXT 1ª FASE CEEB,Dissabte,10:00 h,CADET,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",BÀSQUET,3,,,sergig@bfischool.org
1,"The Benjamin Franklin International School ""A""",BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Dissabte,11:00 h,INFANTIL,MIXT,,2025-09-26,Nivell E,"Ptge. Torras i Bages, 1-5 (Sarrià)",BÀSQUET,3,,,sergig@bfischool.org
1,"Escola Mallorca (AE L'Eixample) ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,Dissabte,11:00 h,ALEVÍ,MIXT,,2025-09-26,Nivell E,"C. Londres, 64",FUTBOL 5,7,,,smarcaida@ielondres.cat
1,"Escola Mallorca (AE L'Eixample) ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Divendres,18:15 h,PREALEVÍ,MIXT,,2025-09-26,Nivell E,"C. Londres, 64",FUTBOL 5,7,,,smarcaida@ielondres.cat
1,"Escola Mallorca (AE L'Eixample) ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,Dissabte,10:00 h,BENJAMÍ,MIXT,,2025-09-26,Nivell A,"C. Londres, 64",FUTBOL 5,Casa,,,smarcaida@ielondres.cat
0,"Escola de Secundaria Els Arcs (Bàsquet) ""A""",BÀSQUET PREINFANTIL FEMENÍ 1ª FASE CEEB,Dissabte,09:30 h,PREINFANTIL,FEMENÍ,,2025-09-26,Nivell C,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,8,"ÉS IMPORTANT MANTENIR NÚMERO DE CALENDARI, DONAT QUE ALGUNES JUGADORES HAN DE DOBLAR AMB L'INFANTIL FEM QUE JUGA DESPRÉS A CASA. TENIM ALGUNES JUGADORES QUE SÓN ALEVINS.",,marceldecarreras@gmail.com
0,"Escola de Secundaria Els Arcs (Bàsquet) ""A""",BÀSQUET CADET MIXT 1ª FASE CEEB,Dissabte,11:00 h,CADET,MIXT,,2025-09-26,Nivell B,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,4,"ÉS MOLT IMPORTANT MANTENIR EL NÚMERO DE CALENDARI DONAT QUE L'ENTRENADORA PORTA TAMBÉ EL SÈNIOR I JUGUEN SEGUITS A CASA. CAS CONTRARI HI HAURIA MASSA AJORNAMENTS. A MÉS, ELS CADETS A HAN DE PUJAR AL JUVENIL A CASA, DONAT QUE EL JUVENIL ÉS UN EQUIP CURT DE JUGADORS.",,jgonzalezgandia15@gmail.com
0,"Escola de Secundaria Els Arcs (Bàsquet) ""B""",BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Dissabte,09:30 h,INFANTIL,MIXT,,2025-09-26,Nivell E,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,8,HAVIA DE SER UN PREINFANTIL PERÒ HI HAURÀ JUGADORS INFANTILS. EQUIP DE POC NIVELL I AMB MOLTS JUGADORS DE EDAT PREINFANTIL.,,martina.espasa26@gmail.com
0,Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET JUVENIL MIXT 1ª FASE CEEB,Dissabte,12:30 h,JUVENIL,MIXT,,2025-09-26,Nivell B,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,4,"ÉS UN EQUIP CURT DE JUGADORS I NECESSITA PUJAR CADETS A, PER TANT ÉS IMPORTANT QUE ELS DOS EQUIPS MANTINGUIN NOMBRE DE CALENDARI IGUAL (4).",,ignasijuni94@gmail.com
0,Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,Dissabte,12:30 h,SÈNIOR,MIXT,,2025-09-26,Nivell B,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,4,ÉS MOLT IMPORTANT MANTENIR EL MATEIX NOMBRE DE CALENDARI QUE EL CADET MASCULÍ A DONAT QUE ELS DOS EQUIPS ELS ENTRENA EL MATEIX ENTRENADOR I ELS PARTITS DE CASA ESTAN POSATS SEGUITS. SI NO ÉS AIXÍ ENS SUPOSA MOLTS AJORNAMENTS.,,jgonzalezgandia15@gmail.com
0,Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET CADET MIXT 1ª FASE CEEB,Dissabte,12:30 h,CADET,MIXT,,2025-09-26,Nivell B,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,8,ÉS MOLT IMPORTANT MANTENIR EL MATEIX NOMBRE DE CALENDARI QUE L'INFANTIL FEMENÍ DONAT QUE ELS DOS EQUIPS ELS ENTRENA EL MATEIX ENTRENADOR I ELS PARTITS DE CASA ESTAN POSATS SEGUITS. SI NO ÉS AIXÍ ENS SUPOSA MOLTS AJORNAMENTS.,,g.gonzalez.gandia@gmail.com
1,"Col·legi Sagrat Cor Sarrià ""A""",BÀSQUET JÚNIOR FEMENÍ 1ª FASE CEEB,Divendres,19:15 h,JÚNIOR,FEMENÍ,,2025-09-26,Nivell A,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,8,respecteu numero de sorteig,,esports@sagratcorsarria.com
1,"Col·legi Sagrat Cor Sarrià ""A""",BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Divendres,18:00 h,INFANTIL,MIXT,,2025-09-26,Nivell A,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,8,respecteu numero de sorteig,,esports@sagratcorsarria.com
0,Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET CADET FEMENÍ 1ª FASE CEEB,Dissabte,11:00 h,CADET,FEMENÍ,,2025-09-26,Nivell D,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,4,,,pepobarescobar@gmail.com
1,"Col·legi Sagrat Cor Sarrià ""A""",BÀSQUET PREINFANTIL FEMENÍ 1ª FASE CEEB,Divendres,19:15 h,PREINFANTIL,FEMENÍ,,2025-09-26,Nivell A,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,8,respecteu numero de sorteig,,esports@sagratcorsarria.com
0,"Col·legi Sagrat Cor Sarrià ""A""",FUTBOL 7 INFANTIL MIXT 1ª FASE CEEB,Dissabte,11:00 h,INFANTIL,MIXT,,2025-09-26,Nivell B,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",FUTBOL 7,Casa,,,a.martin@sagratcorsarria.com
1,"Col·legi Sagrat Cor Sarrià ""A""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,Divendres,19:15 h,ALEVÍ,MIXT,,2025-09-26,Nivell A,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,8,respecteu numero de sorteig,,esports@sagratcorsarria.com
1,"Col·legi Sagrat Cor Sarrià ""Vermell""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,Divendres,19:15 h,ALEVÍ,FEMENÍ,,2025-09-26,Nivell B,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,4,respecteu número sorteig,,esports@sagratcorsarria.com
1,"Col·legi Sagrat Cor Sarrià ""Blau""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,Divendres,18:00 h,ALEVÍ,FEMENÍ,,2025-09-26,Nivell B,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,4,respecteu numero de sorteig,,esports@sagratcorsarria.com
1,"Col·legi Sagrat Cor Sarrià ""Vermell""",BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Divendres,19:15 h,PREALEVÍ,FEMENÍ,,2025-09-26,Nivell A,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,8,respecteu numero de sorteig,,esports@sagratcorsarria.com
0,Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,Dissabte,09:30 h,PREALEVÍ,MIXT,,2025-09-26,Nivell D,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,4,ÉS UN EQUIP JUST DE NIVELL.,,monicoay@gmail.com
1,"Col·legi Sagrat Cor Sarrià ""Blau""",BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,Divendres,18:00 h,PREALEVÍ,FEMENÍ,,2025-09-26,Nivell A,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,8,respecteu numero de sorteig,,esports@sagratcorsarria.com
1,"Col·legi Sagrat Cor Sarrià ""A""",BÀSQUET BENJAMÍ FEMENÍ 1ª FASE CEEB,Divendres,18:00 h,BENJAMÍ,FEMENÍ,,2025-09-26,Nivell A,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,8,respecteu número de sorteig,,esports@sagratcorsarria.com
1,"Col·legi Sagrat Cor Sarrià ""A""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-26,Nivell B,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",BÀSQUET,8,"respecteu siusplau el numero de sorteig,gracies",,esports@sagratcorsarria.com
0,Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET INFANTIL MIXT 1ª FASE CEEB,Dissabte,11:00 h,INFANTIL,MIXT,,2025-09-26,Nivell B,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,8,ÉS MOLT IMPORTANT QUE EL NÚMERO DE SORTEIG DE CALENDARI ES MANTINGUI DONAT QUE ÉS UN EQUIP CURT DE JUGADORS (alguns ja han avisat que no podrien venir a tots els partits) I S'HAN DE PUJAR NENS DE L'INFANTIL B.,,luiswhite11@gmail.com
0,Col·legi Sagrat Cor Sarrià,FUTBOL 7 BENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,BENJAMÍ,MIXT,,2025-09-26,Nivell E,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",FUTBOL 7,Fora,,,a.martin@sagratcorsarria.com
0,Escola de Secundaria Els Arcs (Bàsquet),BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,Dissabte,11:00 h,INFANTIL,FEMENÍ,,2025-09-26,Nivell A,"C. Copèrnic, 34 (entrada per C. Vallmajor)",BÀSQUET,8,ÉS MOLT IMPORTANT QUE EL NÚMERO DE SORTEIG DE CALENDARI ES MANTINGUI DONAT QUE ÉS UN EQUIP CURT DE JUGADORES I S'HAN DE PUJAR NENES DEL PREINFANTIL. A MÉS L'ENTRENADOR PORTA TAMBÉ UN ALTRE EQUIP QUE JUGARIA A CONTINUACIÓ I AIXÍ ENS ESTALVIEM AJORNAMENTS.,,g.gonzalez.gandia@gmail.com
0,"CEB (Club Patí Manresa) ""A""",HOQUEI PATINS PREINFANTIL MIXT 1ª FASE CEEB,Dissabte,15:15 h,PREINFANTIL,MIXT,,2025-09-26,Nivell A,"Ctra. Sant Fruitós, s/n",HOQUEI PATINS,Indiferent,,,esportiva@clubpatimanresa.cat
0,Col·legi Sagrat Cor Sarrià b,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-26,Nivell E,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",FUTBOL 7,Casa,,,a.martin@sagratcorsarria.com
0,Col·legi Sagrat Cor Sarrià A,FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-26,Nivell E,"C. Ramon Miquel i Planas, 38-40 (cotxes per C. Rafols)",FUTBOL 7,Casa,,,a.martin@sagratcorsarria.com
1,"Escola de Futbol Sala Sant Marc de Sarrià ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,Divendres,19:00 h,CADET,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Carrasco i Formiguera, 12",FUTBOL 5,Casa,por favor que nos pongan colegios los mas cercanos posibles,,ansenio@santmarc.com
1,"Escola de Futbol Sala Sant Marc de Sarrià ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,Divendres,20:00 h,PREINFANTIL,MIXT,2025-09-26,2025-09-26,Nivell E,"C. Carrasco i Formiguera, 12",FUTBOL 5,Casa,por favor que nos pongan colegios los mas cercanos posibles,,ansenio@santmarc.com
0,Escola Vila Olímpica,BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:15 h,PREALEVÍ,MIXT,,2025-09-25,Nivell C,"C. Carmen Amaya, 2",BÀSQUET,Casa,,,cbgrupbarna@gmail.com
0,Club Esportiu DMS,VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,Divendres,19:15 h,INFANTIL,FEMENI,,2025-09-25,Nivell A,"Pg. Santa Eulàlia, 18 (Sarrià)",VOLEIBOL,Fora,,,dmsclubesportiudms@gmail.com
0,"Escola de Futbol Vallvidrera ""A""",FUTBOL 7 PREALEVÍ MIXT 1ª FASE CEEB,Divendres,19:00 h,PREALEVÍ,MIXT,,2025-09-25,Nivell C,"C. Reis Catòlics, s/n",FUTBOL 7,1,,,escola@campdefutbolvallvidrera.com
0,"Escola de Futbol Vallvidrera ""B""",FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-25,Nivell C,"C. Reis Catòlics, s/n",FUTBOL 7,4,,,escola@campdefutbolvallvidrera.com
0,"Escola de Futbol Vallvidrera ""A""",FUTBOL 7 PREBENJAMÍ MIXT 1ª FASE CEEB,Divendres,18:00 h,PREBENJAMÍ,MIXT,,2025-09-25,Nivell C,"C. Reis Catòlics, s/n",FUTBOL 7,1,,,escola@campdefutbolvallvidrera.com
1,"Jesuïtes Gràcia - Col·legi Kostka ""Verd""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,Dissabte,12:00 h,PREALEVÍ,MIXT,2025-09-26,2025-09-25,Nivell C,C. Antequera 2-4,FUTBOL 5,4,,,ruben.zubillaga@fje.edu
1,"Jesuïtes Gràcia - Col·legi Kostka ""Negre""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,Dissabte,12:00 h,PREBENJAMÍ,MIXT,2025-09-26,2025-09-25,Nivell C,C. Antequera 2-4,FUTBOL 5,8,,,ruben.zubillaga@fje.edu
